bairro,rua,cidade,estacao,tipo,distance_km
Bom Retiro,Lubavitch,São Paulo,Luz,metro,0.683088226263676
Bom Retiro,Lubavitch,São Paulo,São Bento,metro,1.7241625154193312
Vila Olímpia,Rua Doutor Andrade Pertence,São Paulo,Berrini,trem,1.9989211077985707
Tatuapé,Rua Cantagalo,São Paulo,Carrao,metro,0.8223700257417302
Tatuapé,Rua Cantagalo,São Paulo,Tatuape,metro,1.6606176748662
Tatuapé,Rua Platina,São Paulo,Carrao,metro,0.3859926903712027
Tatuapé,Rua Platina,São Paulo,Tatuape,metro,0.9721006129982562
Real Parque,Barão Melgaço,São Paulo,Berrini,trem,1.2093856923143975
Santana,R Antônio Pereira de Sousa,São Paulo,Parada Inglesa,metro,1.8187413364341245
Santana,R Antônio Pereira de Sousa,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.99890879569524
Santana,R Antônio Pereira de Sousa,São Paulo,Santana,metro,1.3589919256353589
Sacomã,Avenida Santo Albano 516,São Paulo,Sacomã,metro,1.7807897684326262
Ipiranga,Rua Agostinho Gomes,São Paulo,Sacomã,metro,1.8126991373341523
Ipiranga,Rua Agostinho Gomes,São Paulo,Tamanduateí,metro,1.5532694212462792
Ipiranga,Rua Agostinho Gomes,São Paulo,Vila Prudente,metro,1.8801017972277223
Tatuapé,Rua Serra de Botucatu,São Paulo,Carrao,metro,0.6390816015280868
Tatuapé,Rua Serra de Botucatu,São Paulo,Tatuape,metro,1.6746875987357572
Santana,R LONTRA,São Paulo,Tucuruvi,metro,1.672428656154915
Santana,R LONTRA,São Paulo,Parada Inglesa,metro,1.4712552986054905
Santana,Eudoro Lemos de Oliveira 83,São Paulo,Santana,metro,1.1663289831689019
Santana,Eudoro Lemos de Oliveira 83,São Paulo,Carandiru,metro,1.3597825176685707
Santana,Eudoro Lemos de Oliveira 83,São Paulo,Portuguesa-Tietê,metro,1.8753494245831297
Vila Matilde,RUA FÉLIX DE OTERO,São Paulo,Vila Matilde,metro,1.3523986463289612
Vila Matilde,RUA FÉLIX DE OTERO,São Paulo,Penha,metro,1.8110562982504654
Santana,Rua Frei Vicente do Salvador,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.2042925480746576
Santana,Rua Frei Vicente do Salvador,São Paulo,Santana,metro,0.490472428424165
Santana,Rua Frei Vicente do Salvador,São Paulo,Carandiru,metro,1.199531478743447
Santana,Rua Frei Vicente do Salvador,São Paulo,Portuguesa-Tietê,metro,1.967809685617719
Casa Verde,Rua Copacabana 466,São Paulo,Santana,metro,1.6754406962307478
Saúde,Rua Itapiru,São Paulo,Praça da Árvore,metro,0.8812381351873178
Saúde,Rua Itapiru,São Paulo,São Judas,metro,1.279398023972091
Santana,R Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,R Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,R Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,R Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Jardim Marajoara,Rua Moacir Simões da Rocha,São Paulo,Jurubatuba,trem,1.9330548158330376
Tatuapé,Rua Itapeti,São Paulo,Carrao,metro,1.450533762389991
Tatuapé,Rua Itapeti,São Paulo,Tatuape,metro,1.6398903223244323
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Anhagabau,metro,1.8435865064298944
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Republica,metro,1.5573323765504357
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Santa Cecilia,metro,1.5921363094157064
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Osasco,trem,0.530040891803067
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Pinheiros,trem,0.530040891803067
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Portuguesa-Tietê,metro,1.927479918877809
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Armênia,metro,0.8184097066566699
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Tiradentes,metro,0.15954104909605288
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,Luz,metro,0.4230026480357924
Bom Retiro,RUA RIBEIRO DE LIMA 332,São Paulo,São Bento,metro,1.4316017553239515
Santana,R Alfredo Pujol,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6929922865335727
Santana,R Alfredo Pujol,São Paulo,Santana,metro,0.6749274769041849
Santana,R Alfredo Pujol,São Paulo,Carandiru,metro,1.1610335139281756
Santana,R Alfredo Pujol,São Paulo,Portuguesa-Tietê,metro,1.8577380512842794
Ipiranga,Rua Lino Coutinho,São Paulo,Alto do Ipiranga,metro,1.7358899271696935
Ipiranga,Rua Lino Coutinho,São Paulo,Sacomã,metro,1.1568615870095036
Ipiranga,Rua Lino Coutinho,São Paulo,Tamanduateí,metro,1.185383474495398
Ipiranga,Rua Lino Coutinho,São Paulo,Vila Prudente,metro,1.8013296031463502
Tatuapé,Rua Platina,São Paulo,Carrao,metro,0.3859926903712027
Tatuapé,Rua Platina,São Paulo,Tatuape,metro,0.9721006129982562
Tatuapé,Emilio  Mallet,São Paulo,Carrao,metro,0.9340583288669493
Tatuapé,Emilio  Mallet,São Paulo,Tatuape,metro,1.4668269021617777
Vila das Mercês,Rua Abrahão Calux,São Paulo,Alto do Ipiranga,metro,1.8196537557445733
Vila das Mercês,Rua Abrahão Calux,São Paulo,Sacomã,metro,1.2897910337398637
Vila Prudente,Rua do Oratório 136,São Paulo,Belem,metro,1.8112763330102348
Vila Prudente,Rua do Oratório 136,São Paulo,Bresser-Mocca,metro,1.434496327672606
Vila Prudente,Rua do Oratório 136,São Paulo,Bras,metro,1.9593390588240849
Santana,Rua Conselheiro Moreira de Barros,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6720501764920745
Santana,Rua Conselheiro Moreira de Barros,São Paulo,Santana,metro,1.5608933247095214
Santana,Rua Piracema,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.872934441427115
Santana,Rua Piracema,São Paulo,Santana,metro,1.7070404598809314
Jaguaré,Praça General Porto Carreiro,São Paulo,Ceasa,trem,1.2012064454681661
Jaguaré,Praça General Porto Carreiro,São Paulo,Villa Lobos,trem,1.633886144848859
Santo Amaro,Rua São Benedito,São Paulo,Granja Julieta,trem,1.692102382767953
Brás,Avenida Celso Garcia 1990,São Paulo,Tatuape,metro,1.696403214178572
Brás,Avenida Celso Garcia 1990,São Paulo,Belem,metro,0.6805596468664145
Brás,Avenida Celso Garcia 1990,São Paulo,Bresser-Mocca,metro,1.805634930282314
Planalto Paulista,Alameda dos Uapês,São Paulo,Praça da Árvore,metro,1.323908759105333
Planalto Paulista,Alameda dos Uapês,São Paulo,São Judas,metro,1.5688694412445674
Casa Verde,Rua Nova dos Portugueses,São Paulo,Santana,metro,1.8982000884289958
Tatuapé,Rua Padre Landell de Moura,São Paulo,Carrao,metro,1.878756404562128
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Vila Mariana,Rua Alvaro Neto,São Paulo,Paraíso,metro,1.7351673824578904
Vila Mariana,Rua Alvaro Neto,São Paulo,Ana Rosa,metro,1.2098234173781601
Vila Mariana,Rua Alvaro Neto,São Paulo,Vila Mariana,metro,0.9897509128218671
Vila Mariana,Rua Alvaro Neto,São Paulo,Paraíso,metro,1.921679577070032
Vila Mariana,Rua Alvaro Neto,São Paulo,Ana Rosa,metro,1.4239792128204205
Vila Mariana,Rua Alvaro Neto,São Paulo,Chácara Klabin,metro,1.0784095863348757
Vila Mariana,Rua Alvaro Neto,São Paulo,Santos – Imigrantes,metro,1.5330853133740998
Tatuapé,Rua Professor Pedreira de Freitas,São Paulo,Carrao,metro,1.664377569096104
Tatuapé,RUA SERRA DE JUREIA 1,São Paulo,Carrao,metro,1.0377083442073793
Tatuapé,RUA SERRA DE JUREIA 1,São Paulo,Tatuape,metro,0.6423359375594853
Tatuapé,RUA SERRA DE JUREIA 1,São Paulo,Belem,metro,1.8336455499017017
Santana,Rua Frei Vicente do Salvador,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.2042925480746576
Santana,Rua Frei Vicente do Salvador,São Paulo,Santana,metro,0.490472428424165
Santana,Rua Frei Vicente do Salvador,São Paulo,Carandiru,metro,1.199531478743447
Santana,Rua Frei Vicente do Salvador,São Paulo,Portuguesa-Tietê,metro,1.967809685617719
Jardim Marajoara,Rua Moacir Simões da Rocha,São Paulo,Jurubatuba,trem,1.9330548158330376
Jardim Marajoara,R MOLIÉRE,São Paulo,Socorro,trem,1.9755001352546364
Santana,Rua Conselheiro Moreira de Barros,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6720501764920745
Santana,Rua Conselheiro Moreira de Barros,São Paulo,Santana,metro,1.5608933247095214
Tucuruvi,R Dos Jacarandás Mimosos,São Paulo,Tucuruvi,metro,1.8510616143512595
Santana,Rua Alfredo Pujol 408,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.415187294085657
Santana,Rua Alfredo Pujol 408,São Paulo,Santana,metro,0.41051788026568453
Santana,Rua Alfredo Pujol 408,São Paulo,Carandiru,metro,1.0494419494097136
Santana,Rua Alfredo Pujol 408,São Paulo,Portuguesa-Tietê,metro,1.8031630865636918
Água Fria,Ronaldo de Carvalho,São Paulo,Tucuruvi,metro,1.4852503246735342
Água Fria,Ronaldo de Carvalho,São Paulo,Parada Inglesa,metro,0.6110202533457706
Água Fria,Ronaldo de Carvalho,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.5748362161879368
Água Fria,Ronaldo de Carvalho,São Paulo,Santana,metro,1.8241682438193019
Cambuci,rua scuvero,São Paulo,Pedro II,metro,1.4820639322409674
Cambuci,rua scuvero,São Paulo,Se,metro,1.5991044253490654
Cambuci,rua scuvero,São Paulo,Japão - Liberdade,metro,1.474169524652883
Cambuci,rua scuvero,São Paulo,São Joaquim,metro,1.4680062709009192
Cambuci,rua scuvero,São Paulo,Vergueiro,metro,1.7166183514266369
Santana,Soror Angelica 705,São Paulo,Santana,metro,1.808293268965325
Santana,Soror Angelica 705,São Paulo,Carandiru,metro,1.9655917928809337
Penha,Rua Mercedes Lopes,São Paulo,Vila Matilde,metro,1.6643715746095638
Real Parque,RUA DOM PAULO PEDROSA,São Paulo,Berrini,trem,1.429297491633931
Butantã,Rua Eugene Carrieri,São Paulo,Morumbi,trem,1.707966012073594
Butantã,Rua Eugene Carrieri,São Paulo,Saúde,metro,1.7844455756234365
Butantã,Rua Eugene Carrieri,São Paulo,São Paulo-Morumbi,metro,1.7526178893424942
Penha,Rua Sete de Outubro 156,São Paulo,Penha,metro,1.361275621343459
Penha,Rua Sete de Outubro 156,São Paulo,Carrao,metro,1.3386439871121332
Parque Novo Mundo,Rua Cabo Basilio Zequim Junior,São Paulo,Carrao,metro,1.8688230420533354
Santana,RUA PEDRO DOLL,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,RUA PEDRO DOLL,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,RUA PEDRO DOLL,São Paulo,Santana,metro,1.2522968540312074
Santana,RUA PEDRO DOLL,São Paulo,Carandiru,metro,1.9726937998426723
Mooca,Ilansa 274,São Paulo,Tamanduateí,metro,1.525966825001611
Mooca,Ilansa 274,São Paulo,Vila Prudente,metro,0.9039778162615835
Santana,voluntarios da patria 2741,São Paulo,Parada Inglesa,metro,1.8446829858366716
Santana,voluntarios da patria 2741,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.851631572503322
Santana,voluntarios da patria 2741,São Paulo,Santana,metro,0.7169109038075446
Santana,voluntarios da patria 2741,São Paulo,Carandiru,metro,1.44460660932007
Casa Verde,R Piracema,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8815917566082976
Casa Verde,R Piracema,São Paulo,Santana,metro,1.7038606827882574
Morumbi,Avenida Giovanni Gronchi,São Paulo,Morumbi,trem,1.4508340672332798
Morumbi,Avenida Giovanni Gronchi,São Paulo,Saúde,metro,1.1313810182689608
Morumbi,Avenida Giovanni Gronchi,São Paulo,São Paulo-Morumbi,metro,1.4457317628738968
Penha,AV Amador Bueno da Veiga,São Paulo,Vila Matilde,metro,1.4027704065928839
Penha,AV Amador Bueno da Veiga,São Paulo,Penha,metro,1.317972045131447
Jaguaré,Rua Marselha 1029,São Paulo,Ceasa,trem,1.2019569773366958
Jaguaré,Rua Marselha 1029,São Paulo,Villa Lobos,trem,1.5426845685971902
Tatuapé,Serra de Botucatu 1946,São Paulo,Penha,metro,1.3294381579897379
Tatuapé,Serra de Botucatu 1946,São Paulo,Carrao,metro,1.2312198926842162
Jardim Marajoara,Rua Iepê,São Paulo,Socorro,trem,1.6679180196726475
Jardim Marajoara,Rua Iepê,São Paulo,Jurubatuba,trem,1.7156608497962138
Penha,Sete de Outubro,São Paulo,Penha,metro,1.3496402361219266
Penha,Sete de Outubro,São Paulo,Carrao,metro,1.348496484865552
Vila Santa Catarina,Rua Coriolano Durand 988,São Paulo,Jabaquara,metro,1.9763217383586105
Belém,Avenida Celso Garcia,São Paulo,Carrao,metro,1.8878871280187575
Belém,Avenida Celso Garcia,São Paulo,Tatuape,metro,0.8281351012107215
Belém,Avenida Celso Garcia,São Paulo,Belem,metro,1.1155723552959451
Mandaqui,Rua Voluntários da Pátria,São Paulo,Parada Inglesa,metro,1.8396440580497284
Mandaqui,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.2865623721292472
Mandaqui,Rua Voluntários da Pátria,São Paulo,Santana,metro,1.9243851539179264
Tatuapé,Rua Tuiuti,São Paulo,Carrao,metro,1.195935182112687
Tatuapé,Rua Tuiuti,São Paulo,Tatuape,metro,0.6446667863117983
Tatuapé,Rua Tuiuti,São Paulo,Belem,metro,1.7206115308005312
Perdizes,Rua Cayowaá,São Paulo,Barra Funda,metro,1.6236542427030716
Perdizes,Rua Cayowaá,São Paulo,Vila Madalena,metro,1.8950327509904221
Perdizes,Rua Cayowaá,São Paulo,Sumaré,metro,1.8684467107583165
Casa Verde,Rua Piracema,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8815917566082976
Casa Verde,Rua Piracema,São Paulo,Santana,metro,1.7038606827882574
Santana,Rua Copacabana,São Paulo,Santana,metro,1.550295146233576
Tatuapé,Rua Vilela 875,São Paulo,Carrao,metro,0.4784901856247183
Tatuapé,Rua Vilela 875,São Paulo,Tatuape,metro,1.1726359139370743
Santana,RUA VOLUNTARIOS DA PATRIA 2938,São Paulo,Parada Inglesa,metro,1.7180745814758729
Santana,RUA VOLUNTARIOS DA PATRIA 2938,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.7462282017857511
Santana,RUA VOLUNTARIOS DA PATRIA 2938,São Paulo,Santana,metro,0.9278110850177882
Santana,RUA VOLUNTARIOS DA PATRIA 2938,São Paulo,Carandiru,metro,1.6555356759119613
Penha,Rua Ibicaba,São Paulo,Penha,metro,1.5251225823507237
Penha,Rua Ibicaba,São Paulo,Carrao,metro,0.7798389254653378
Vila Guilherme,Lagoa Panema 484,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9423576158021507
Morumbi,Avenida Giovanni Gronchi,São Paulo,Morumbi,trem,1.4508340672332798
Morumbi,Avenida Giovanni Gronchi,São Paulo,Saúde,metro,1.1313810182689608
Morumbi,Avenida Giovanni Gronchi,São Paulo,São Paulo-Morumbi,metro,1.4457317628738968
Santana,Rua Soror Angélica,São Paulo,Santana,metro,1.582544549175845
Santana,Rua Soror Angélica,São Paulo,Carandiru,metro,1.5915589452987253
Santana,Rua Soror Angélica,São Paulo,Portuguesa-Tietê,metro,1.9256187001898584
Santana,Rua Augusto Tolle 408,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.3745803151428961
Santana,Rua Augusto Tolle 408,São Paulo,Santana,metro,1.5355334128160858
Butantã,Rua Azém Abdalla Azém,São Paulo,Morumbi,trem,1.103541119354172
Butantã,Rua Azém Abdalla Azém,São Paulo,Saúde,metro,1.2795722435638857
Butantã,Rua Azém Abdalla Azém,São Paulo,São Paulo-Morumbi,metro,1.1443559310120526
Planalto Paulista,Alameda dos Uapês,São Paulo,Praça da Árvore,metro,1.323908759105333
Planalto Paulista,Alameda dos Uapês,São Paulo,São Judas,metro,1.5688694412445674
Vila Prudente,Ibitirama,São Paulo,Tamanduateí,metro,1.1329399166452248
Vila Prudente,Ibitirama,São Paulo,Vila Prudente,metro,0.3009859804913475
Panamby,R Leonardo Cerveira Varandas,São Paulo,Granja Julieta,trem,1.5032474715294288
Sacomã,VIA ANCHIETA,São Paulo,Sacomã,metro,1.3029314363029587
Casa Verde,Rua Piracema 265,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9366640190279043
Casa Verde,Rua Piracema 265,São Paulo,Santana,metro,1.6761966546139537
Santana,RUA ALTINÓPOLIS 563,São Paulo,Tucuruvi,metro,1.4838398129776524
Santana,RUA ALTINÓPOLIS 563,São Paulo,Parada Inglesa,metro,1.0804910047272445
Santana,RUA ALTINÓPOLIS 563,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1228886218292022
Vila Regente Feijó,R Armindo Guaraná,São Paulo,Carrao,metro,1.8434247425734978
Vila Regente Feijó,R Armindo Guaraná,São Paulo,Tatuape,metro,1.7919140381755272
Tatuapé,Rua Platina,São Paulo,Carrao,metro,0.3859926903712027
Tatuapé,Rua Platina,São Paulo,Tatuape,metro,0.9721006129982562
Santana,R PEDRO DOLL,São Paulo,Parada Inglesa,metro,1.9056860347248206
Santana,R PEDRO DOLL,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.0422062442557714
Santana,R PEDRO DOLL,São Paulo,Santana,metro,1.2522968540312074
Santana,R PEDRO DOLL,São Paulo,Carandiru,metro,1.9726937998426723
Vila Sônia,R Corgie Assad Abdalla,São Paulo,Morumbi,trem,1.375656146950438
Vila Sônia,R Corgie Assad Abdalla,São Paulo,Saúde,metro,1.0588838018372797
Vila Sônia,R Corgie Assad Abdalla,São Paulo,São Paulo-Morumbi,metro,1.3685355879918706
Butantã,Rodovia Raposo Tavares,São Paulo,Morumbi,trem,1.2067819456279947
Butantã,Rodovia Raposo Tavares,São Paulo,Saúde,metro,1.5046523326865524
Butantã,Rodovia Raposo Tavares,São Paulo,São Paulo-Morumbi,metro,1.1889465344530334
Butantã,Rodovia Raposo Tavares,São Paulo,Butantã,metro,1.3056879489099216
Cambuci,Rua Clímaco Barbosa,São Paulo,Bras,metro,1.8834761571913585
Cambuci,Rua Clímaco Barbosa,São Paulo,Pedro II,metro,1.9382559966759363
Santana,Rua Copacabana,São Paulo,Santana,metro,1.550295146233576
Itaquera,Rua Mercedes Lopes 392,São Paulo,Guilhermina – Esperança,metro,1.92178925469053
Itaquera,Rua Mercedes Lopes 392,São Paulo,Vila Matilde,metro,1.440696578361278
Itaquera,Rua Mercedes Lopes 392,São Paulo,Penha,metro,1.9994452397610423
Perdizes,R ITAPICURU,São Paulo,Marechal Deodoro,metro,1.3110827339973132
Perdizes,R ITAPICURU,São Paulo,Barra Funda,metro,1.0877445674762567
Jaguaré,Rua Parnamirim,São Paulo,Ceasa,trem,1.1408007688550768
Jaguaré,Rua Parnamirim,São Paulo,Villa Lobos,trem,1.669850885870312
Santana,R CONSELHEIRO MOREIRA DE BARROS 1152,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6078334204824547
Santana,R CONSELHEIRO MOREIRA DE BARROS 1152,São Paulo,Santana,metro,1.4483581453032084
Parque Novo Mundo,Rua Herval,São Paulo,Tatuape,metro,1.211975457086626
Parque Novo Mundo,Rua Herval,São Paulo,Belem,metro,0.2572722753540034
Vila Guilherme,Rua Lagoa Panema,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9775548223867492
Panamby,EST Carlos Queiroz Telles,São Paulo,Granja Julieta,trem,1.471366353277976
Butantã,Rua Republica Do Togo 121,São Paulo,Morumbi,trem,1.1348540676254761
Butantã,Rua Republica Do Togo 121,São Paulo,Saúde,metro,1.2515160948249766
Butantã,Rua Republica Do Togo 121,São Paulo,São Paulo-Morumbi,metro,1.178793839507513
Casa Verde,R Itaici,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8494055429425438
Casa Verde,R Itaici,São Paulo,Santana,metro,1.5709606812676973
Bom Retiro,Newton Prado,São Paulo,Santa Cecilia,metro,1.8997619987569674
Bom Retiro,Newton Prado,São Paulo,Marechal Deodoro,metro,1.910299603549048
Bom Retiro,Newton Prado,São Paulo,Osasco,trem,1.4300866865867867
Bom Retiro,Newton Prado,São Paulo,Pinheiros,trem,1.4300866865867867
Bom Retiro,Newton Prado,São Paulo,Portuguesa-Tietê,metro,1.5906996834614173
Bom Retiro,Newton Prado,São Paulo,Armênia,metro,0.8983437567721173
Bom Retiro,Newton Prado,São Paulo,Tiradentes,metro,0.9220801498754224
Bom Retiro,Newton Prado,São Paulo,Luz,metro,1.2329153268451523
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Paraíso,metro,1.6508494758812924
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Ana Rosa,metro,0.9636748086182815
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Vila Mariana,metro,0.38938915775982713
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Santa Cruz,metro,1.4450440219255514
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Paraíso,metro,1.850663869164138
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Ana Rosa,metro,1.2326040535447167
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Chácara Klabin,metro,0.5912518379548941
Vila Mariana,Rua Doutor Neto de Araújo,São Paulo,Santos – Imigrantes,metro,1.410768349352969
Santana,R General Bagueira,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.7003375401898766
Santana,R General Bagueira,São Paulo,Santana,metro,0.8115923126394471
Santana,R General Bagueira,São Paulo,Carandiru,metro,1.3225910131416267
Parada Inglesa,Alvaro Machado Pedrosa 132,São Paulo,Tucuruvi,metro,0.5738940294385895
Parada Inglesa,Alvaro Machado Pedrosa 132,São Paulo,Parada Inglesa,metro,0.41200990741749444
Parada Inglesa,Alvaro Machado Pedrosa 132,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.3989951898403115
Belém,Rua Passos,São Paulo,Tatuape,metro,1.7275870874646713
Belém,Rua Passos,São Paulo,Belem,metro,0.5965945022820229
Belém,Rua Passos,São Paulo,Bresser-Mocca,metro,1.6892771390641834
Planalto Paulista,Avenida Ireré,São Paulo,Praça da Árvore,metro,1.3825770883321347
Planalto Paulista,Avenida Ireré,São Paulo,São Judas,metro,0.8738911241483541
Planalto Paulista,Avenida Ireré,São Paulo,Conceição,metro,1.7859763740512868
Saúde,Rua Ararapirá,São Paulo,Praça da Árvore,metro,1.341808820695521
Saúde,Rua Ararapirá,São Paulo,São Judas,metro,0.408720527227558
Saúde,Rua Ararapirá,São Paulo,Conceição,metro,1.4306017461770593
Vila Gumercindo,Rua Vigário Albernaz,São Paulo,Santa Cruz,metro,1.8364594219515054
Vila Gumercindo,Rua Vigário Albernaz,São Paulo,Praça da Árvore,metro,1.8464525962915397
Vila Gumercindo,Rua Vigário Albernaz,São Paulo,Chácara Klabin,metro,1.787463769914048
Vila Gumercindo,Rua Vigário Albernaz,São Paulo,Santos – Imigrantes,metro,1.0337036850959085
Vila Gumercindo,Rua Vigário Albernaz,São Paulo,Alto do Ipiranga,metro,0.8118026246858846
Vila Gumercindo,Rua Vigário Albernaz,São Paulo,Sacomã,metro,1.8286742631008497
Santana,R Aluísio Azevedo,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.898873261080614
Santana,R Aluísio Azevedo,São Paulo,Santana,metro,1.0940663135614903
Santana,R Aluísio Azevedo,São Paulo,Carandiru,metro,1.5617614171752232
Santana,Voluntarios da Patria 4816,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9674102558907953
Santana,Rua Luís Antônio dos Santos,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.7936954213270297
Santana,Rua Luís Antônio dos Santos,São Paulo,Santana,metro,1.561171171435244
Vila Guilherme,Rua Lagoa Panema,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9775548223867492
Moema,Alameda dos Aicás,São Paulo,Praça da Árvore,metro,1.957420588916623
Tucuruvi,Avenida Nova Cantareira,São Paulo,Tucuruvi,metro,0.8483037356631826
Tucuruvi,Avenida Nova Cantareira,São Paulo,Parada Inglesa,metro,1.2575902607755667
Tucuruvi,Avenida Nova Cantareira,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.9601959244076879
Morumbi,R Corgie Assad Abdalla 1100,São Paulo,Morumbi,trem,1.7054594018696159
Morumbi,R Corgie Assad Abdalla 1100,São Paulo,Saúde,metro,1.3926714176254005
Morumbi,R Corgie Assad Abdalla 1100,São Paulo,São Paulo-Morumbi,metro,1.715128273811675
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Santana,metro,0.22874941264864815
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Carandiru,metro,0.9410405667228832
Santana,RUA VOLUNTARIOS DA PATRIA,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Butantã,monte caseiros,São Paulo,Morumbi,trem,1.5355072789420978
Butantã,monte caseiros,São Paulo,Saúde,metro,1.829165263032305
Butantã,monte caseiros,São Paulo,São Paulo-Morumbi,metro,1.5568065775051259
Santana,Rua Conselheiro Moreira de Barros,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.6720501764920745
Santana,Rua Conselheiro Moreira de Barros,São Paulo,Santana,metro,1.5608933247095214
Casa Verde,R Luís Antônio dos Santos,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.7936954213270297
Casa Verde,R Luís Antônio dos Santos,São Paulo,Santana,metro,1.561171171435244
Casa Verde,R Itaici,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.8494055429425438
Casa Verde,R Itaici,São Paulo,Santana,metro,1.5709606812676973
Santana,Rua Voluntários da Pátria,São Paulo,Jardim São Paulo Ayrton Senna,metro,1.1855109315349794
Santana,Rua Voluntários da Pátria,São Paulo,Santana,metro,0.22874941264864815
Santana,Rua Voluntários da Pátria,São Paulo,Carandiru,metro,0.9410405667228832
Santana,Rua Voluntários da Pátria,São Paulo,Portuguesa-Tietê,metro,1.7132047543265316
Vila Prudente,Rua Inácio 876,São Paulo,Tamanduateí,metro,1.6492234330435103
Vila Prudente,Rua Inácio 876,São Paulo,Vila Prudente,metro,1.2439973530898447
Morumbi,R Forte William 11,São Paulo,Granja Julieta,trem,1.2283671215873737
Santana,R PAULO GONÇALVES,São Paulo,Parada Inglesa,metro,1.9436841237068536
Santana,R PAULO GONÇALVES,São Paulo,Jardim São Paulo Ayrton Senna,metro,0.9651131598880403
Santana,R PAULO GONÇALVES,São Paulo,Santana,metro,0.7944835839882439
